beername,review
Pipeworks Ninja Vs Unicorn Double IPA,Clear golden with little white head. Aroma is slight herbs and less fruit. Taste is a mix of bitter fruit and sweet sugar icing. A bit heavy. But very smooth. Good.
Pipeworks Ninja Vs Unicorn Double IPA,"Can. Pours clear yellow. Nose is pretty fruity, citrus, orange. Palate is oily mouthfeel, fruity middle, spicy and bitter finish. Really good."
Pipeworks Ninja Vs Unicorn Double IPA,"Can. Pours almost clear pale yellow with a big head and a good retention. Aroma is citrus, cat piss, tropical fruit, pine, sweat socks. Body is medium but quite sweet, still strongly bitter, especially towards the palate. almost…"
Pipeworks Ninja Vs Unicorn Double IPA,"December 4, 2014 - with blankboy, gregclow, jercraigs and mabel - bomber. Hazy gold with a creamy/frothy white head. Simple but appealing aroma - fruity malt, floral bitterness, some alcohol, citrus zest. Taste follows but…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can from Beer Republic @ morning after Benzai is uitgepierd tasting, 10 cl sample. Hazy golden color, short frothy head. Aroma is verh fruity, some candy sweetness. Medium bitterness, bit malty and fruity sweetness.…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can @ Benzai is zo dood als een pier tasting - The day after. Kinda hung over. Lightly unclear yellow color, average sized white to off-white head. Aroma is very nice: hops, tropical fruit hops, mango, peach. Taste malts,…"
Pipeworks Ninja Vs Unicorn Double IPA,473 ml can. No freshness info.…
Pipeworks Ninja Vs Unicorn Double IPA,"50cl can from beergium. Hazy orange. Thin white head. Medium bitterness. Medium body. Dry finish. Aroma and flavour is grapefruit, orange zest, hops, mango, pineapple juice, blueberries."
Pipeworks Ninja Vs Unicorn Double IPA,Good and hoppy. Really smooth for a double. On a side note my daughter’s favorite can ever.
Pipeworks Ninja Vs Unicorn Double IPA,"W aromacie nafta, białe owoce i kwiaty. W smaku bardzo fajnie, słodko. Słodkie winogrona, liczi, po dłuższej chwili do gry wchodzi grejpfrutowa goryczka. Mega pijalne jak na DIPA."
Pipeworks Ninja Vs Unicorn Double IPA,"Hop, szklankę piwa, hop! Puszkowa wersja. Lekko mętne, świetnie zbalansowany owoc z goryczką, nie przeładowane słodami, znakomite w swojej kategorii."
Pipeworks Ninja Vs Unicorn Double IPA,"A 1 pint can, canned on 14th April 2017. Poured into a Lost Abbey teku glass. It was a slightly hazy golden orange colour with a two finger white head that had good retention and left great lacing. Aromas were a very ni…"
Pipeworks Ninja Vs Unicorn Double IPA,"Pours hazy golden orange with large, white stiff head. Smell is grapfruit, orange, citrusy, slightly piney. Taste is also full of citrus, sweet, has mango and grapfruit aftertase. Body is smooth and a bit oily with fine…"
Pipeworks Ninja Vs Unicorn Double IPA,Hazy yellow golden color with a fine white head. Good lacing. Looks nice and inviting. Fine pleasant aroma. Medium (+) body and an average carbonation level. Mellow sweetness and a fine bitterness. Semi dry…
Pipeworks Ninja Vs Unicorn Double IPA,"Can
Aroma-fruits…"
Pipeworks Ninja Vs Unicorn Double IPA,Score: 8 / 4 / 8 / 5 / 17…
Pipeworks Ninja Vs Unicorn Double IPA,"1 pint can split with Gyhallmanti. Appearance: hazy pale straw with low white head. Aroma: grapefruit, citrus, hop resin. Taste: medium sweetness and high bitterness. Notes of grapefruit, orange juice, citrus. Palate:…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can split with SimonBlok at beertemple in Amsterdam. Pours a hazy orange colour with a small white head. Aroma of citrus, grapefruit, orange, melon, mango, slight malt, slight caramel, tangerine, pineapple. Taste is…"
Pipeworks Ninja Vs Unicorn Double IPA,"Aromat: owocowy, intensywny, gorzki i chmielowy.
Wygląd; jasnozłote, przejrzyste, bardzo ładna i wysoka, biała,…"
Pipeworks Ninja Vs Unicorn Double IPA,"Ticked, July-17 @himmeriget. Aroma of citrus, peachy, grapefruit. Malty backbone of caramel. Moderate sweet and heavy bitter"
Pipeworks Ninja Vs Unicorn Double IPA,"Almost 3 month old can Pours towards clear orange with a white head. Aroma of citrus, peach, sweet orange, mandarin, grassy hops, slight malt and pine. The taste is hoppy and slight juicy with notes of grassy hops,…"
Pipeworks Ninja Vs Unicorn Double IPA,"@Basunen 17-7-1: ingen käftsmäll av frukt, men en stabil och trevlig balans av humle och lite tropisk frukt. Trevlig hetta."
Pipeworks Ninja Vs Unicorn Double IPA,Slab krāsa un izteiksmīga garšīga puta. Specigs aromats. Laba balnseta rūgta tumīga garša.
Pipeworks Ninja Vs Unicorn Double IPA,Poured from can dated 4/25/17 nice hazy orange with a nice fluffy white head. Aromas of fresh tropical fruit floral notes and pine. Taste is nice caramel malt mango pineapple nice pine finish.
Pipeworks Ninja Vs Unicorn Double IPA,Really an amazing DIPA. Lots of fresh fleshy tropical fruits. Mango cantalope. Aroma is in your face with a bit of juicy fruit gum. Hop is there and builds a light balanced bite. Lasting head. Really this things is…
Pipeworks Ninja Vs Unicorn Double IPA,"A nice, well balanced double IPA. Tons of citrus, grapefruit, and hints of pine. Has a deep bitterness cut by a dense malty backbone. Tried at Kumas Too with Dave, Brandon, Josh, and Brian after ASEH in 2017."
Pipeworks Ninja Vs Unicorn Double IPA,very smooth drinking dipa. on tap at coalhouse stamford. very tasty hop mic
Pipeworks Ninja Vs Unicorn Double IPA,Clear yellow colour with fluffy head. Aroma and flavour have plenty of soft tropical fruit notes. Very smooth. Not overly bitter.
Pipeworks Ninja Vs Unicorn Double IPA,Thanks Dave for the can! Poured into a snifter showing moderately filtered mango orange/yellow with very sparse foam.…
Pipeworks Ninja Vs Unicorn Double IPA,"Keg at RB Best, 31/01/16. 
Golden orange with a decent off white cap.…"
Pipeworks Ninja Vs Unicorn Double IPA,"Aroma: citrus, tropical fruits, herbs, grass
Taste: heavy bitter, citrus, tropical fruits, herbs, grass, some malty…"
Pipeworks Ninja Vs Unicorn Double IPA,"Strange but I found this DIPA too boring. Not much intensity in aroma and body was medium at max. Drinkability good, but excitement level was ... was not. Maybe its due to mark on a can says: 11/9/16 and I was tasting…"
Pipeworks Ninja Vs Unicorn Double IPA,(CASK VERSION) Great fruity aroma. Low carbonation. Almost no head. Light (for IIPA) texture. Not a lot of alcohol. Fine beer. Sophisticated bitterness.
Pipeworks Ninja Vs Unicorn Double IPA,Lata 50 cl en el señor lupulo Gijón 16..03..2017. (r492). Lote ilegible hasta 11..09..2016 en base. Color ámbar dorado velado con espuma blanca Sabores intensos maltas dulces y frutas tropicales seguidas de intenso…
Pipeworks Ninja Vs Unicorn Double IPA,"Pours a hazy shinny light golden with a medium white head. Aroma is strong peach with some pineapple and mango, very fruity. Flavor is same juiciness with a nice lingering bitter aftertaste. Medium palate, drinks…"
Pipeworks Ninja Vs Unicorn Double IPA,"Aromat - utlenienie, kandyzowana pomarańcza.
Smak - znów utlenienie, tropikalne owoce.…"
Pipeworks Ninja Vs Unicorn Double IPA,"Huge fresh hop nose -bright and pungent. Pale gold with a low frothy head. Thin body dissolves immediately into one of the biggest hop explosions I had. It’s almost too hoppy, if there is such a thing. Luckily I had this with…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can@alus Celle, Riga. Pours hazy orange with nice yellowish head, stays. Aroma: fruity, citrus, pine, resin, nice malty background also, Taste: medium bitter, resin, tropical fruits,grapefruit,pine. Medium plus body. Nice bitter…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can from Deconinck, Vichte - BE. Color: clear golden blond beer with medium carbonation and medium white foam. Smell: fruity and sweet pine notes. Very tasty nose. Sweet caramel and resin hint. Toffee. Taste: full…"
Pipeworks Ninja Vs Unicorn Double IPA,"On tap at Tørst. Light and hoppy on the nose, incredibly fresh and citrusy, some soap. Pours a cloudy amber. Beautifully balanced - fresh hops with a smooth but crisp finish. Very good.…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can. Unclear orange colour, great lasting rocky white head. Aroma of citrus, tropical fruits: peach, pineapple, traces of pine needles. Taste is medium sweet, medium+ bitter, fruity, peachy, with light caramel, grass and herbs.…"
Pipeworks Ninja Vs Unicorn Double IPA,Light amber hazy with medium white head. Mild tropic fruit aroma. Strong hoppy bitterness immediately followed by good tropic fruit sweet-sourness. Lasting bitter aftertaste.
Pipeworks Ninja Vs Unicorn Double IPA,"tap/weźze. kolor bursztynowy, biała, drobnopęcherzykowa piana, utrzymująca się w postaci obfitego krążka, śliczne koronkowanie. w aromacie miód, miód kwiatowy, karmel, grejpfrut, granulat chmielowy. w…"
Pipeworks Ninja Vs Unicorn Double IPA,"Cloudy golden colour, very small head. Aroma: exotic fruits, hay. Light body, dry, very bitter. Quite clean profile with some citrous, lack of body, everything covered by long, grassy bitterness."
Pipeworks Ninja Vs Unicorn Double IPA,"(on tap)Aroma:sweet tropic fruits,honey,resin.Appearance:dark orange color,white head with decent lacing.Taste:sweet,flavour of sweet fruits and resin,stalky finish.Palate:medium to full body,slightly oily texture,low to…"
Pipeworks Ninja Vs Unicorn Double IPA,"(473ml Nov 10/16 can from boxbeers.dk) ~2mo at drinking. Pours a lightly hazed pale orange colour with a moderate white head that fades to a fine cap with lace. Aroma of pink grapefruit peel, resin, underripe mango,…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can, canned 11/10/2016 (thanks BlazerT). Pours clear amber with whiteish head. The head stays for some time. Aroma is very fruity, pineapple, mango, citrus. Flavor is sweet and bitter, fruits, citrus, pine, malt, sugar.…"
Pipeworks Ninja Vs Unicorn Double IPA,"Teaszínű ital a Pipeworks utánozhatatlanul sokszínű és eleven dizájnnal bíró dobozos főzetei közül, mely ez esetben az imperial IPA karakteres jellege mentén helyezhető el. Aromái egyszerre édeskések, így trópusi…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can. Pale, hazy, nice head, small bubbles. Aroma: citrus, tangerines, resin. Strong bitterness, not to much sweetness. Very fresh"
Pipeworks Ninja Vs Unicorn Double IPA,"Can. Amber with moderate, semi-thick, off whiter head. Moderately piney and resinous notes, moderate citrus accents and light tropical fruit notes. Moderate malty notes - caramel. Medium body, oily texture, average…"
Pipeworks Ninja Vs Unicorn Double IPA,"Pours a moderately murky golden with a perpetual, cream-colored head. Pungent pine, orange, pineapple, and grapefruit bounds from the glass. Vibrant flavors picking up all that was noted in the aromas are delivered…"
Pipeworks Ninja Vs Unicorn Double IPA,"Draft at Tivoli Brewing Tap House. Clear yellow appearance with a lacy white head. Fresh aroma of citrus zest, tropcial fruit, light hop resin, light pine and toasted malt. Similar flavor, fresh, zesty and moderately bitter…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can at Himmeriget. It pours hazy golden - orange with a medium white head. The aroma is sweet, juicy, tangerine, mandarin, marmalade, um bungo, candied peel and brioche. The taste is crisp, dry, very juicy, zesty…"
Pipeworks Ninja Vs Unicorn Double IPA,"(Pipeworks Ninja Vs Unicorn Double IPA) One pint can at home, thanks to rxeight! Canned a couple of weeks before consumption. Served into a shaker, ABV 8%…"
Pipeworks Ninja Vs Unicorn Double IPA,"From the crowler to tulip. Pours a honey gold, fast white soapy head dies, but the remnants linger and cling. Nose is tropical fruit. Palate follows right in step. Pineapple mango juicy sweetness. Little tart hop on the back of…"
Pipeworks Ninja Vs Unicorn Double IPA,16 oz can graciously sent to my by my friend Dan. 12/7/16 printed on the bottom of the can. The pour is a hazed golden orange with a well formed one inch off white head. The head falls with crackling and some nice lace.…
Pipeworks Ninja Vs Unicorn Double IPA,"500ml can from Warsaw Beer Festival - Chmielarnia stand, thank you Mr Korcz!…"
Pipeworks Ninja Vs Unicorn Double IPA,"Aroma is floral, tropical fruit, citrus, a bit of malt stickiness. Appearance is amber golden, off white head, hazy. Taste is tropical fruit, lots of citrus, malt, pine, sweeter than it is bitter, good. Mouthfeel is light to medium…"
Pipeworks Ninja Vs Unicorn Double IPA,"Poured from a can within 2 weeks of canning. Somewhat hazy orange with a minimal white head. Huge aroma of tropical fruit, which comes through in the taste. Mango, pineapple, and passionfruit, with just a little bit of…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can. Loads of tropical fruits, mango, passionfruit, citrus, grapefruit, hint of bubblegum. Juicy, oily mouthfeel, medium carbonation."
Pipeworks Ninja Vs Unicorn Double IPA,"Poured from a can, big thanks to my neighbor Taylor. Huge American hop nose, pine, mango, tropical fruits. Bitterness is high on the finish, dry finish. Alcohol is well integrated into the beer. Soft bready malts. One of the…"
Pipeworks Ninja Vs Unicorn Double IPA,"Appearance: Deep amber color, slightly hazy, nice head retention.…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can, unfortunately 3 months old. Aroma is mostly caramel and small notes of mango. Taste is bitter and dry, light sweet. Flavor of caramel and resin."
Pipeworks Ninja Vs Unicorn Double IPA,"16 oz. can, consumed on 10-11-16. Pours a clear, dark bronze with a small to moderate amount of cream to beige-colored head. Mild to moderate effervescence. Good, long-lasting lacing. I’m not a huge fan of the color,…"
Pipeworks Ninja Vs Unicorn Double IPA,"Tap @Himmeriget, Cph. Pours hazy yellow with a large, staying creamy white head. Aroma has sweet malts, lots of fresh hops, citrus, resin, grapefruit. Medium to low carbonation, fine dry and quite creamy…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can @ home. 4 months old. Fruity aroma. Taste is juicy. Grapefruit, pineapple, iron, aragula and damp spruce. Not super balanced but very good.…"
Pipeworks Ninja Vs Unicorn Double IPA,"Rami Rami is drinking a Ninja vs. Unicorn by Pipeworks Brewing Company at BierCabCytrusowerypniecie jest, niemalo goryczki, raczej wytrawne acz oleiste w uscie, bdb…"
Pipeworks Ninja Vs Unicorn Double IPA,"Tasted from the tap on the 18/09/2016. Slightly hazy yellow colour with a creamy white head. Aroma of tropical fruits, intense hops, floral and light pine. Taste is intense hoppy, rich malty and some resin. Aftertaste is…"
Pipeworks Ninja Vs Unicorn Double IPA,Pint på burk från Dranken geers. Sög i mig denna en skön onsdag. Riktigt grym!!!
Pipeworks Ninja Vs Unicorn Double IPA,"Decent, well balanced, but bit lacking in hop kick, maybe faded away. Some floral aspect, ripe fruitiness, some peach, light grapefruit. Light sweetness with moderate to light bitterness.…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can pour at home, 3ed time having this in the last month, once in Chicago and a can when I got back. Small cloudy golden pour, nice hop aroma, this is a perfect balance of hops and citrus small grapefruit bite. This is a…"
Pipeworks Ninja Vs Unicorn Double IPA,"Drucken på Brewskival 2016. Smak och doft av humle, citrus, granskott, grapefrukt, gräs med toner av tropisk frukt. Torr, frisk, stram, lagom sötma, fin beska med smak av citrusskal och toner av tall. Mums!"
Pipeworks Ninja Vs Unicorn Double IPA,"Drucken på Brewskival 2016. En torr, stram DIPA med rejäl beska. Trots det ändå plats för en del tropisk frukt och ännu mer zestig lite oljig citrus. Riktigt gott."
Pipeworks Ninja Vs Unicorn Double IPA,"Sample @ Brewskival, Helsingborg 20160827. Hoppy and fruity with grapefruits and pine needles, medium body with an oily texture. The finish is dry, bitter and hoppy."
Pipeworks Ninja Vs Unicorn Double IPA,"Can 0,5 thanks to Slacker. Pours hazy orange with small white head. Flowers, grape, citrus, mild pine, a bit dusty, hops and some sweetness from the malts. Full body and average carbonation. Excellent beer."
Pipeworks Ninja Vs Unicorn Double IPA,"Can, no date. Hazy golden, medium sized off white head with good retention. Citrus, minerals, light cheese and flowers in the nose. Flavour follows. Not that bright, but mellow and filling. White bread, cheese, citrus…"
Pipeworks Ninja Vs Unicorn Double IPA,Brewskival. Svettig gympasko i doften med inslag av bågon syrlig frukt. Smaken är mmmmmm bred smakrik med en härlig balans som drar gött i munnen. Krämig o go i eftersmaken så himla go!
Pipeworks Ninja Vs Unicorn Double IPA,"Doftar mango och persika. Smakar väldigt fruktigt , citron, persika . Låg malt i klassisk modern stil. Jävligt jävligt god."
Pipeworks Ninja Vs Unicorn Double IPA,"From a 50 cl can at Uncle Babe’s in Ghent, shared with Ster. Frothy, thick, egg-white, moussy head, cloudy straw blonde colour with peachy hue. Fragrant New World hops bouquet of mushy mango, passion fruit, kiwi,…"
Pipeworks Ninja Vs Unicorn Double IPA,"On tap at Craftheads, Tokyo. Pours yellow orange with medium white head. Lots of hops in aroma. Citrus, grapefruit, bit zesty, pine, tropical fruit. Lasting bitterness. Medium+ bodied."
Pipeworks Ninja Vs Unicorn Double IPA,"16 oz can, poured. Huge thanks to Tcon for the can. This is one of those beers that I didn’t think I would run into without putting in a serious effort to do so. Canning date was cut off by the can shape, but I know it’s fresh.…"
Pipeworks Ninja Vs Unicorn Double IPA,"Aroma is a mix of strong piney hops, fruit/citrus and spicy. The flavor is a mix of grapefruit, malts, spices and slight sourness/bitterness in the finish."
Pipeworks Ninja Vs Unicorn Double IPA,"4/VII/16 - 1Pt. can shared @ Adam Jackson Tasting Without Adam Jackson - BB: n/a, canned: III/15/16 (2016-724)…"
Pipeworks Ninja Vs Unicorn Double IPA,"Beautiful 50cl can. Batch 3/15/16. Beer is hazy orange with huge, white head. First aroma strike from can is fresh freaking hops. Like when you open a fresh bag of US hops. Quite overwhelming hops have notes of…"
Pipeworks Ninja Vs Unicorn Double IPA,"Bottle from Dranken Geers, Oostakker, Nr Gent, Belgie, consumed at Truck Festival, Steventon, Oxon, Saturday 16th July 2016   Pours hazy amber with a huge foamy white head. Bitter from the off, very hoppy nose. Sweet but…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can at Himmeriget, Copenhagen. Poured a hazy straw colour with a thin broken white head. The aroma is big citrus toothpaste hop. The flavour is moderate bitter with a crisp refreshing woody hop bitter palate. Medium…"
Pipeworks Ninja Vs Unicorn Double IPA,"Never heard of it, so this one was a nice surprise. Not too bitter, good citrus fruity, a bit grassy and some pines. Nice fruity brew for sure."
Pipeworks Ninja Vs Unicorn Double IPA,"16oz can. Quite citrusy aroma. Cloudy gold color with nice white head that slowly fades. Nice lacing. Very nice bitterness, citrus, clean. Med to full bodied. Overall, a very tasty DIPA that does not taste as strong as it is."
Pipeworks Ninja Vs Unicorn Double IPA,"pint can bottle courtesy of and shared with Tderoeck.
Dorée, léger trouble, col blanc.…"
Pipeworks Ninja Vs Unicorn Double IPA,Bottled. Wow that is a bitter IPA. Super hopped. Taste very much lingers. Piney aroma. Wow it's strong.
Pipeworks Ninja Vs Unicorn Double IPA,"One finger white head, fades to thin persistent blanket. Hazy straw/light good colour. Huge aromatics of tropical fruit, peach, candied citrus, strawberry, blueberry, dank. Matching flavours with a light alcohol…"
Pipeworks Ninja Vs Unicorn Double IPA,"Super fruity and smooth DIPA. Less than two weeks old. Hops poppin' citrus, lemon, pine. Nice bite but still light for the abv. Awesome stuff!"
Pipeworks Ninja Vs Unicorn Double IPA,"duft: citrus appelsin frugt ananas mango’
smag: frisk citrus mango appelsin humle bitterhed…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can. Pours clear golden. Very fruity, hoppy aroma. Grapefruit, tropical fruit, lemon peel, pine. Clean bitter finish.…"
Pipeworks Ninja Vs Unicorn Double IPA,"Really nice hazy yellow color with white head. Aroma pops with huge tropical hops. Dank hops, chives, peach and tangerines. Taste follows with dank/herbal hops, fruits in the middle and resiny bitter finish and…"
Pipeworks Ninja Vs Unicorn Double IPA,"Tasted from can. Pours a murky gold with thick rocky head. Aroma is very fruity. Notes of pineapple, mango, orange, melons. Taste is a great citrus and tropical hop flavor. Some caramel and floral notes as well. Excellent…"
Pipeworks Ninja Vs Unicorn Double IPA,"Stellar beer. Golden in color, the hops on this are floral and bitter with a little citrus thrown in. Easy to drink, effervescent, and all around delicious."
Pipeworks Ninja Vs Unicorn Double IPA,"Pours bright clear golden. Aroma is hoppy, fruity hops, pineapple, oranges. Taste is hoppy, pineapple, oranges. Very nice."
Pipeworks Ninja Vs Unicorn Double IPA,"Can. Pours hazy orange with a white head. Aroma of fresh hops, grape, pineapple, mango, loads if tropical fruits, can’t really sense the residual sugar that usually come in dipas. Taste is quite bitter loads of tropical…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can. Hazy bright orange with large foamy off-white head, floral hops aroma, medium carbonation, well balanced lightly bitter lemon peel taste, thin body, long flavorful hoppy finish. Great!!!"
Pipeworks Ninja Vs Unicorn Double IPA,"can shared by a friend. available from dutch web. deep dark golden pour, aroma is leading with bitter resinous hops. bitter grapefruit, really more of a westcoast ipa. slight sweet peach notice, but very faint. slightly burned…"
Pipeworks Ninja Vs Unicorn Double IPA,"Aroma: very floral hoppy with slight fruits. 
Flavour: very floral bitter with fruity sweetness and a dry grapelike bitter…"
Pipeworks Ninja Vs Unicorn Double IPA,"Fresh aroma of hops espicially the smell is fantastic. 
At first it is very mild in your mouth, but evolves with an perfectly balanced and long lasting bitterness.…"
Pipeworks Ninja Vs Unicorn Double IPA,"Light yellow and hazy beer - nice fluffy head. The aroma is not as pungent as i was hoping for but annyways it has some fine notes of citrus, tropical fruit and a surprisingly boozy pressence. Tastwise a lot of pine and…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can. Popping aroma of bright orange, blood orange, lemon peel, grapefruit, pineapple and a hint of sweet malt.…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can @ Himmeriget, Copenhagen. Pours hazy golden with a creamy head. Good juicy hops and mild yeast - only pleasant. Bitter and dry finish."
Pipeworks Ninja Vs Unicorn Double IPA,"Can. Cloudy tangerine with a fuzzy cream-colored cap. Aroma is a blend of orange zest, sugar cookies, starfruit, fields of grass. The sugary, doughy malts provide just enough balance, rounding out edges that have just a…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can. Hazy amber pour with white head. Aroma has rasin, pine and grass. Taste is very balanced and fresh. Thick lacing and medium heavy body without any kick of alcohol. Really tasty"
Pipeworks Ninja Vs Unicorn Double IPA,"Can @ Jacobs. Pours slightly hazy yellow with a creamy white head. Aroma of light malt, rich fruity hops, mango, bitter citrus, grapefruit, pine, little spicy hops, resin. Flavor is rather bitter, malt, rich hoppy, fruit, mango,…"
Pipeworks Ninja Vs Unicorn Double IPA,"Pours light golden with a thin line of white head. Aroma; Citrus, pine, papaya, mango, grapefruit and floral. Taste; Citrus, pine, papaya, mango, grapefruit and some malt."
Pipeworks Ninja Vs Unicorn Double IPA,"A: Clear yellow coloured with a white head. N: Pine, mango, papaya T: Pine, orange zest, mango, papaya O: Loads of tropical fruit! Very well balanced with the pine! Lovely!"
Pipeworks Ninja Vs Unicorn Double IPA,"From can at Himmeriget, Copenhagen. Hazy golden orange color with off white head. malty and hoppy aroma, floral, light pine, citrusy fruity, grapefruit, tropical fruits, caramel. Sweet and bitter taste like aroma.…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can@Himmeriget, Copenhagen (11/05/2016) - (canned only a few months ago) pours golden amber with a white head. Aroma and taste comprises sweet tropical fruits, prominent grapefruit, tangerine, citrus peel, with…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can Dark orange colour with small head.Aroma is dry bitter with flavor of citrus and grass even tropical fruits,and by style really smooth but also a bit wheak overall."
Pipeworks Ninja Vs Unicorn Double IPA,"Pours hazy yellow with low white head 
Aromas of citrusy fruits, resin, pine, caramel 
Taste has notes of citrusy fruits, caramel, pine,…"
Pipeworks Ninja Vs Unicorn Double IPA,"Himmeriget. Cloudy golden with a lasting white head. Aroma of mango, citrus and tropical fruit, with an onion-like note of sulphur. Sweetish malty and fruity flavour with very bitter hops"
Pipeworks Ninja Vs Unicorn Double IPA,"473ml can @ Himmeriget, Copenhagen. Canned 03/15. Pours orange with a smooth head. Aroma of fresh juicy fruits, tropical notes, caramely malts, pine, resin. Taste is smooth, fruity and juicy with loads of caramely…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can (1 pint) at Himmeriget, Copenhagen. Colour is cloudy light orange with small white head. Aromas and flavors: Fruits, grape, tropical fruits, hops and malts. Massive hops with good body."
Pipeworks Ninja Vs Unicorn Double IPA,"Can at Himmeriget. Pours slight opaque orange with a large white head. Aroma is pine, mango, tropical fruits and some caramel. Taste ia caramel sweet, pine, hop resin, mango sweet, tropical fruit sweet."
Pipeworks Ninja Vs Unicorn Double IPA,"Canned 2/29/16 and drunk 4/15/16 at Torst.
Very large white head tops a deep copper-to-light-amber body. Definite chill haze but not cloudy or anything New Englandy. Retention is strong.…"
Pipeworks Ninja Vs Unicorn Double IPA,"can poured into a tulip glass..hazy gold with a fluffy
white head..aroma of tropical fruits,pine,cracker…"
Pipeworks Ninja Vs Unicorn Double IPA,Draft. Pours straw with white head and lacing. Pine and grapefruit aroma. Citrus hops with pine notes. Lighter body than expected.…
Pipeworks Ninja Vs Unicorn Double IPA,16oz can pours a hazy yellow color with a bit of head. Nice dank hoppiness with some mild tropical flavors. Very smooth.
Pipeworks Ninja Vs Unicorn Double IPA,Can. Has a cloudy orange. Has a big hop taste with a medium palate. Big citrus orangey taste. A little grassy orange zest aftertaste. Great beer
Pipeworks Ninja Vs Unicorn Double IPA,"Can courtesy of Clint (starcross) -- cheers, buddy! This is a really tasty, somewhat middle-of-the-road DIPA that has an absolutely killer name and a truly amazing can design. Hoppy, slightly fruity, and bitter, with a bit of…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can. Hazy gold with a foamy, white head that lasts and laces. Aromas of grapefruit, pine, earthy spice, bread and stone fruit. Flavor is grapefruit, mango, pine, earthy spice, light bread and stone fruit. Medium bodied,…"
Pipeworks Ninja Vs Unicorn Double IPA,Can.…
Pipeworks Ninja Vs Unicorn Double IPA,"Golden color with a lasting, moderate sized, off-white head. Sweet, fresh hop scents. Pale malt, tropical fruit and ruby red grapefruit. Light sweet start with a touch of malt. Middle brings in the juicy fruits and citric hops.…"
Pipeworks Ninja Vs Unicorn Double IPA,Poured from a can compliments of my good friends at Brunos....thanks!…
Pipeworks Ninja Vs Unicorn Double IPA,Picked up a 4 pack on a recent Chicago visit. Pours a deep gold with medium white head. Great aroma of tropical fruit and dank hops. This richness carries over to the first sip. Great rich flavor full of grapefruit…
Pipeworks Ninja Vs Unicorn Double IPA,"Can. Clear semi-dark yellow pour, with a white head. Tropical fruit, pineapple, mango, somewhat sweet, light notes of caramel, moderately bitter, and citrus. Tasty DIPA, a bit sweet, but nice flavor."
Pipeworks Ninja Vs Unicorn Double IPA,"Oh-ho-holy shit. This beer comes from panicaholic which means I owe him a huge thanks. Ninja vs. Unicorn is something of a legend here in the Midwest. Sadly, it’s not available in my area. I was pretty excited to see 2…"
Pipeworks Ninja Vs Unicorn Double IPA,"A hazy golden/orange color with a thin white head. Aroma of hops, citrus and some tropical fruits. Taste is dominated by hops with a nice bitter finish. A good IIPA.…"
Pipeworks Ninja Vs Unicorn Double IPA,Shared at the StlBrews meeting from SPECTACULARLY adorned tall-boy can into a nonic half-pint glass. It poured a mostly-clear yellow colour with sudsy white foam and lace. Neutral grainbill with emphasis on the over-…
Pipeworks Ninja Vs Unicorn Double IPA,"Tropical fruit in the nose-- pineapple, mango, passion fruit. Medium to full body. Taste follows, with lots of mango/pineapple juice, peach and a hint of malt followed by hoppy bitterness in the finish. It’s hard to believe ther…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can shared by Maakun at Ex-ABC. Hazy gold with white head. Skunky weedy light sweet, tropical fruits, very fruity. Very bitter on tropical sweet backbone. Medium body, nice carbonation. Really nice!"
Pipeworks Ninja Vs Unicorn Double IPA,"Can at THT thanks to me and Santa bytemesis. Hazy golden with white head. Massive tropical fruits up front, some lime, marmalade, mango, pineapple, lychee all the works. There’s a nice sugary sweet maltyness…"
Pipeworks Ninja Vs Unicorn Double IPA,"50cl can shared at February THT.
Very thin white head. Nice hoppy aroma. lovely bitterness. Very hazy…"
Pipeworks Ninja Vs Unicorn Double IPA,"Can sampled at THT. Hazy golden with a small white head. Aroma of resinous hops, grapefruit, peach and caramel malt. Flavour is moderate sweet and moderate to heavy bitter. Medium bodied with soft carbonation."
Pipeworks Ninja Vs Unicorn Double IPA,"Canned 02/02/16, 8% ABV. Pours hazy straw/orange. Aroma is just bursting with peach, mango, pineapple, bit of resin, bit of dankness. Really good. Wow, flavor is juicy mango, tangerine, apricot, peach. Absolutely…"
