"","beername","review","language"
"7857","Goose Island Oatmeal Stout","Pours very dark brown with a just a hint of a tan head. Strong roasted aroma of coffee and oats. Flavor of roasted malt but relatively smooth drinking. Aftertaste of dark chocolate slightly bitter.  Overall a decent","english"
"7858","Goose Island Oatmeal Stout","Bottle best by 5/12/07. Poured as black as black can get with a wisp of a tan head. Awesome roasted coffee bean aroma that reminded me of coffee ice cream. The flavor was roasty with coffee and chocolate.","english"
"7859","Goose Island Oatmeal Stout","Malt and coffee aromas with a hint of chocolate.. pours dark with a light head... very rich dark color...","english"
"7860","Goose Island Oatmeal Stout","12oz bottle.  Pours a blacking brown, with a trace amount of beige head that disappears quickly.  Aroma is roasted malts without much else.  Flavor is very similar.  This feels somewhat watered down.  Definitely drinkable,","english"
"7861","Goose Island Oatmeal Stout","12 oz bottle.  Clear burgundy brown with a thin tan head.  Nice lacing on the way down.  Oats, coffee and a touch of molasses.  Coffee with cream and a tingle.  Some mocha comes in with drying.  Medium body, residual","english"
"7862","Goose Island Oatmeal Stout","Pours black with a diminishing beige head.  Creamy and only slightly sweet, the tastes are distinct.  You can distinquish the toasted oats and dark roast coffee flavors.  The only problem is, you have to want to drink a","english"
"7863","Goose Island Oatmeal Stout","coffee, roasty, brown, clear, frothy, tan foam, heavily sour, light sweetness, medium bitterness, medium body, creamy, average carbonation,","english"
"7864","Goose Island Oatmeal Stout","About two shades away from being completely black, this brew has one of the sharpest noses of any stout. Strong coffee and roasted oat aromas right out of the bottle. Medium and creamy in the mouth with espresso,","english"
"7865","Goose Island Oatmeal Stout","I liked this beer. It pours almost black colored and the head dissapates withing seconds. Strong armoa with taste of coffee grounds and almost had a tabacco aftertaste. No hops or spicyness. Good but bitter and not","english"
"7866","Goose Island Oatmeal Stout","Lots of roasted aroma here.  It is deep dark with a nice tan head and some amber notes hidden in the almost tar colored beer.  Flavor is full of coffee and roasted nuts.  It is also quite sweet and has a hint of bitter after taste","english"
"7869","Goose Island Oatmeal Stout","Got some slight coffee and chocolate in the aroma.Pours black with a medium tan head.Chocolate and coffee stand out in the flavor.Mouthfeel is a little thin with some slight chocolate in the finish.","english"
"7870","Goose Island Oatmeal Stout","Lacking maltiness for a stout.  Too carbonated.  Decent flavor, but not the best stout by far.","english"
"7871","Goose Island Oatmeal Stout","Black with lacy head.  Very strong aroma and taste of oats and coffee.  Palate is a bit thin, but I really enjoy this beer.","english"
"7872","Goose Island Oatmeal Stout","Pours a black color with brown highlights and a thin beige head. Solid aroma of roasted malt and chocolate. The flavor has a rich roasted malt and sumptuous chocolate. The body is light to medium with a creamy","english"
"7873","Goose Island Oatmeal Stout","Wondeful. loamy, baker’s chocolate, charred wood flavor--really nice (even somehow avoids the metallic note .you often get with oats)....but where’d the mouthfeel go? No silk, no cream, no texture. (A really mellow verion of","english"
"7874","Goose Island Oatmeal Stout","Bottle that Ross let me keep from the pub pack I traded to him. Pour deep brown, almost black, with a thick creamy brown head. Nicely blended aroma of oats, chocolate, dark roast, and coffee. Initial flavor of bitter","english"
"7875","Goose Island Oatmeal Stout","Bottle. Pours a very dark brown, almost black, with red hues and a large mostly-lasting tan head. Very nice aroma of roasted malt, oatmeal, coffee and chocolate. Smooth flavour follows the aroma along with some hops","english"
"7876","Goose Island Oatmeal Stout","Black with red hues a fizzy light tan head. The aroma is very typical roasted malt and oatmeal. The flavor is in line with the aroma and also pretty average. It lacks the richness of a stout.","english"
"7877","Goose Island Oatmeal Stout","12oz bottle.  Dark almost black with reddish highlights.  Tight ring of bone white head.  Sweet malty nose.  Touch of dark chocolate and coffee.  Slight notes of soy and cereat in the nose.  Full bodied with thick malts and","english"
"7880","Goose Island Oatmeal Stout","Bottle.  Pour is deep black, restaurant served straight from fridge in a chilled glass - shame!  After letting it warm, aroma is roasted malt and a little bit of light sweetness.  Taste is coffee, faint cocoa and roasted malt.","english"
"7881","Goose Island Oatmeal Stout","It’s a rather weird claim made on the label - that this will make me forget all other stouts.  I guess it makes me forget Guinness, but most stouts kind of do.  It turns out to be much as I remembered it.  Very very dark with no","english"
"7882","Goose Island Oatmeal Stout","Samll, almost non existant head of light brown over a solidly dark body.
Nutty light malt aroma. Some roasted malts and caramel as well.","english"
"7884","Goose Island Oatmeal Stout","Cold 12oz bottle:  Pours a cola color with a medium tan head.  Aroma is of sweet and roasted malts, subtle earthy hops and coffee.  Taste is of sweet and roasted malts with well blended earthy hops and coffee.  Medium","english"
"7885","Goose Island Oatmeal Stout","A very good medium/light-bodied stout. Roasty charcol malt, oats, chocolate thing going on and not too sweet. Now I see why the country boubon stout is so great.","english"
"7887","Goose Island Oatmeal Stout","Pours very dark.  Thick head, dissipates quickly.  Slightly sweet aroma.  Nice flavor, not overpowering.  Chocolately, with a little charcoal.  Not too sweet.  Somewhat thin for a stout, but good.","english"
"7888","Goose Island Oatmeal Stout","Bottle.  The first thing I noticed was the incredible aroma of this beer - sort of herbed with the deep malt.  Pours a thick, dark brown but drinks very smoothly.  Finish can be a little harsh but nothing to complain about.","english"
"7889","Goose Island Oatmeal Stout","Extremely dark brown. No head or lacing. Medium mouthfeel. Slightly resinous palate. Tasts like cola. No oatmeal flavor here. It’s quality is good, just not up to my taste... Tastes more like a straight up porter. I’d rather","english"
"7890","Goose Island Oatmeal Stout","Pours black, but not quite opaque around the edges with a thin tan head.  Aroma is of roasted malts and coffee.  Taste is roasty with chocolatey/coffee taste and hints of sweetness alcohol.  Overall pretty","english"
"7891","Goose Island Oatmeal Stout","(Bottle) Pours black with a small beige head. Sweet, rich malty flavor. Notes of coffee, caramel, toffee, and burnt oatmeal. Full flavor and pretty good mouthfeel. Smooth and easy to drink, especially for a stout. Great","english"
"7892","Goose Island Oatmeal Stout","Bottle.  Opaque body, quick disappearing head.  Aroma of coffee, oatmeal, and chocolate.  Much oat in the flavour, like a comforting bowl of oatmeal on a cold morning.  Bitter chocolate/coffee finish.","english"
"7893","Goose Island Oatmeal Stout","Opaque body, with a thin, tan head. Unfortunately, the head receded too quickly; otherwise, I’d have given it a ""5"" for appearance. Aroma is of dark chocolate, freshly ground coffee, and a hint of caramel. Flavor profile is a","english"
"7894","Goose Island Oatmeal Stout","Bottle. Very dark brown with decent tan head. Nice lacing. Aroma of roasted malt, chocolate with hints of coffee. Nice chocolate flavor, very smooth. Easy drinking, nice stout. I would get it again!","english"
"7896","Goose Island Oatmeal Stout","Bottle.  Pours clear brown, with a nice tan head.  Caramel and chocolate malt in the aroma.  Medium body, with a smooth mouth feel.  Nice chocolate flavor, with a toffee/coffee flavor as well.","english"
"7897","Goose Island Oatmeal Stout","pours dark with a creamy head, great aroma, deffinatly some coffee and chocolate in the taste.","english"
"7898","Goose Island Oatmeal Stout","Six pack, 12oz bottles. One in balloon goblet, one in pint glass.  Great packaging. Pours a dark black with a very appealing creamy tan head.  head doesnt last too long, but that first sip is superb.  Smells of roasted","english"
"7899","Goose Island Oatmeal Stout","12oz - BB 022307 - Aroma of oats, roasted dark malts with a touch of coffee and chocolate.  Pours black with a small head and good lacing.  Flavor is a much roastier version of aroma.  Palate is sticky.  A pretty","english"
"7901","Goose Island Oatmeal Stout","pours black light to medium body with a small brownish head that does not last long. small roasty malt smell with a little alcohol. flavor is roasty malt with a little chocolate and coffee. also has a small oat and hop ending.","english"
"7902","Goose Island Oatmeal Stout","Thanks to Dansting for sending this over. I’m always a sucker for an oatmeal stout, so I had been eyeing this for sometime. The aroma on this is really nice with the standard roasty goodness, slightly smoky, malty","english"
"7903","Goose Island Oatmeal Stout","aroma of chocolate, and a palate of oats, chocolate and cafe.  Wow! What a  great smell.  This is a great example of the style.","english"
"7905","Goose Island Oatmeal Stout","Bottle: Black with a tan head.  Wonderful aroma of chocolate ovaltine and wheat.  It has a full coffee taste with some slight bitterness.  The aftertaste is tangy along with a dark choco-coffee mild flavor.  Classic example f an","english"
"7906","Goose Island Oatmeal Stout","Pours dark brown with a reddish hue and a good sized tan head.  Aroma has lots of roasted malt with coffee notes, char and woody traces.  Medium body with semi-soft carbonation.  Taste starts with charred malt,","english"
"7907","Goose Island Oatmeal Stout","Bottle. Pours thick dark brown with  creamy tan head. Flavor is coffee, oats and cooking chocolate. Mouthfell is full bodied and thick. Aftertaste is sharply bitter with a lingering chocolate taste.  This is one of the most","english"
"7908","Goose Island Oatmeal Stout","Aroma is of a strong coffee.  The pour color is slightly boring, but is offset with a interesting brown-nutty colored head with lacing that hangs with you until the beer is gone.  Flavor is roasted oats with notes of caramel and","english"
"7909","Goose Island Oatmeal Stout","Aroma is of caramel and malt.  Nice dark color with hints of brown at the edges.  Flavor is strongly malt with a roasted bitterness apparent in the back of the mouth.  It leaves a faint oily residue at the back of the palate.","english"
"7910","Goose Island Oatmeal Stout","Found this one bottled at Binny’s Oktoberfest in St. Charles, Illinois.  A very impressive selection from Goose.  Milky mouthfeel in a dark brown pour, delicious chocolaty nose, coffee and molasses in the body.  Typically bitt","english"
"7911","Goose Island Oatmeal Stout","Sample from a bottle at Binny’s ""Fall Festival of BEERS."" Thick, coffee malt on nose. LIght head, creamy flavor with a clean finish. Not bad, but a bit too much coffee on the palate.","english"
"7912","Goose Island Oatmeal Stout","I love this beer. Its aroma smacks of carmel and  molasses with a hint of  oatmeal. It pours thick and creamy, the ebony colored brew  topped by a  big  tan head. The texture is  creamy with a lovely coffee- molasses-malt","english"
"7913","Goose Island Oatmeal Stout","Good roasted malt flavor but a too sweet to be refreshing. Quite black in color. Part of a variety pack.","english"
"7914","Goose Island Oatmeal Stout","Pours thin looking black with diminishing tan head. Pleasant aroma of a breakfast (oat cereal and fresh coffee). It’s a bit thin overall with a decent flavor of roasty malts and a oat-like character similiar to cheerios. Earthy","english"
"7915","Goose Island Oatmeal Stout","Large tan head.  Chocolate, caramel, and a slight licorice aroma.  Coffee and chocolate flavor.  It is sweet at the start and some hops show up at the end.  Smooth and comfortable like an old leather recliner.  I like.","english"
"7916","Goose Island Oatmeal Stout","Dark brown with a tan head.  Strong aroma of coffee, along with some chocolate and some nutiness.  Flavor of strong coffee, dark chocolate and roasted malt.  Some hopiness shows up at the finish.  Good quality:price","english"
"7917","Goose Island Oatmeal Stout","12oz bottle: id have to try it at the brewery but Id say decent oatmeal stout, smoke and burnt malt bite to the flavor-though i feel the body is lacking to be called an oatmeal stout.  the flavor lingers in your mouth for a good","english"
"7918","Goose Island Oatmeal Stout","Deep, dark brown appearance with a medium size tan head and good lacing.  Roasted chocolate malt aroma with notes of coffee following close behind.  Taste mimics the aroma along with some lacteal characteristics.","english"
"7919","Goose Island Oatmeal Stout","12 oz. bottle.  Poured black as far as I could tell, with a mocha colored head that left some lacing.  Aroma of coffee, kind of nutty and kind of creamy as well.  Flavor was pretty good.  Some coffee and chocolate.  All","english"
"7920","Goose Island Oatmeal Stout","Not a bad oatmeal stout. It’s no Sam Smith, but then again, it’s not priced as a Sam Smith. If you want that decent oatmeal taste for a basic price, you go to Goose Island.","english"
"7923","Goose Island Bourbon County Barleywine  R","2017 bottle shared with Gyhallmanti and Richardvv94. Appearance: pours deep dark brown with a minimal off-white head. Aroma: dark malts, rye, molasses and complex sugars, bourbon, raisins and dried fruits, quite","english"
"7924","Goose Island Bourbon County Barleywine  R","50cl bottle (2017) split with SimonBlok and Richardvv. Courtesy of SimonBlok. Pours a brown colour with a reddish hue and no head. Aroma of malt, rye, caramel, dark malt, candy sugar, dark ripe fruit. Taste is","english"
"7926","Goose Island Bourbon County Barleywine  R","2017 500ml bottle. Pours a very dark reddish brown color and capped by a small tan layer of foam that settles in quickly to a thin film.  The aroma shows notes of dark fruit, toasted caramel, raisins, plums, and bourbon","english"
"7928","Goose Island Bourbon County Barleywine  R","2017 bottle.  Pours dark chestnut brown with no head.  Aroma of bourbon, raisin, plum, and vanilla.  Complex flavor with raisin, plum, molasses, and vanilla.  Warm finish.  Alcohol not really noticeable.","english"
"7930","Goose Island Bourbon County Barleywine  R","Mixed review bottle (10/18/2016 13.6 ABV and 10/10/17 14.4 ABV) both courtesy of AirForceHops--thanks, Chris! Appearance is very dark brown, virtually opaque black, with no sparkle, cap of yellow-khaki head quickly","english"
"7931","Goose Island Bourbon County Barleywine  R","On tap in Madison, WI

The first of many world class drafts, this pour demonstrates what makes","english"
"7932","Goose Island Bourbon County Barleywine  R","1 American Pint (cca 500ml) bottle (14,4%) as 2017 Release bottled 06OCT17 from trade with petrinoda, many thanks man.
F: thin to no real, quick gone.","english"
"7939","Goose Island Bourbon County Barleywine  R","Bottle on different occasions. Rating a 2014 had 2019. Deep reddish brown with almost no head. Dried fruit overload with prunes, dates. Some caramel sauce, vanilla, oak. Quite boozy overall, but a very nice sipper.","english"
"7940","Goose Island Bourbon County Barleywine  R","2016 vint: Very dark with red tint. Aroma is boozy sweet dark fruit. Taste is sticky vanilla and raisin. Fairly sweet. Enjoy it. 2018 vint: seems to add coffee and pepper.","english"
"7941","Goose Island Bourbon County Barleywine  R","2017 bottle shared at Lucky Bamboo for Aaron's birthday. Pours a deep caramel colored amber with a finger of off-white foam that dissipates. Lots of prune, fig and raisin aromas on the nose with milk chocolate caramel,","english"
"7942","Goose Island Bourbon County Barleywine  R","Taster courtesy of Sander, big thanks. Vintage 2016. almost black color, small coffee colored head. smells of bourbon, bit boozy, marzipan, nutty, very nice smell. full body, almost no carbonation, slick mouthfeel. tastes","english"
"7944","Goose Island Bourbon County Barleywine  R","2017 edition, bottled October 6th 2017.

A rather vigorous pour brought a finger of tan foam, quickly dissipating,","english"
"7945","Goose Island Bourbon County Barleywine  R","Very much an English barleywine, chock full of toffee and caramel backed up by fig, date, black cherry, and candy apple, with a bourbon-oak bitterness on the back end finished off by creme brulee and whiskey.","english"
"7947","Goose Island Bourbon County Barleywine  R","2017 vintage. 10/14/17 bottle date. Appearance:  Dark mahogany brown, opaque, with a minimal light khaki head. 
Aroma:  Rich molasses, vanilla, oak, and a touch of vanilla","english"
"7948","Goose Island Bourbon County Barleywine  R","09.02.2019, 12 oz bottle (2013 vintage) @ home:

Nice slightly bubbly-creamy mediumlasting head. Aroma is slightly sweet","english"
"7949","Goose Island Bourbon County Barleywine  R","Bottle at Lars'. Pours a clearish dark brown with no head. Very sweet with aromas of coco nut, vanilla, oak, bourbon and light milk chocolate with dates and raisins. Full bodied with a creamy mouthfeel. Very soft","english"
"7951","Goose Island Bourbon County Barleywine  R","The definition of decadence. Pours dark mahogany with a thin line of beige head. Aroma is rye bread, cherry wood, yeast, plums, raisin. It's complicated. Thick, syrupy, and overwhelmingly sweet. Balance went out","english"
"7952","Goose Island Bourbon County Barleywine  R","The aroma is raisin, caramel, figs. Pours a dark brown with amber hues, virtually no head. The taste is a medium sweet. The body is full, the texture creamy, the carbonation lively and the finish long. Sweet, not much","english"
"7953","Goose Island Bourbon County Barleywine  R","500 mL bottle from Total Wine, Chesapeake, VA (bottled October 10, 2017; 14.4% ABV). Pours an almost still ruddy brownish-orange with some very faint carbonation when agitated. Aroma is stunning and complex with oak","english"
"7954","Goose Island Bourbon County Barleywine  R","Very good. Definitely a sipping beer. Not as good as Samichlaus, but a nice treat.","english"
"7955","Goose Island Bourbon County Barleywine  R","Bottle. Pours deep Brown with a small white head. Aroma of deep toffee, loads of barrel, slight ryebread, slight tobacco, slight Spice, Brown sugar. Sweet and rather velvet, loads of toffee scent of dried fruits, loads of","english"
"7956","Goose Island Bourbon County Barleywine  R","Pours hazy mahogany with a thin tan head. Aroma is caramel and bourbon. Taste is plum and caramel, moving to buttery notes and roast. Finish is bourbon. A tasty barley wine.","english"
"7957","Goose Island Bourbon County Barleywine  R","It’s delicious.  What more need be said.  High ABV, but smooth, what more need be said.  Live forever with this miracle.","english"
"7960","Goose Island Bourbon County Barleywine  R","Love this beer!  Aroma of sweet raisin and cherries with a bit of flowery essence.  This is a mildly sweet and mellow malty booze well-blended.  It is hard to focus on one standout characteristic.  The cherry taste is not a","english"
"7962","Goose Island Bourbon County Barleywine  R","Shared with Wim at his home. Malty alcoholic aroma. Full sparkling palate. Finish is sweet malty caramel.","english"
"7966","Goose Island Bourbon County Barleywine  R","Bottle share: 2015 infected bottle. What the fuck. I thought this was supposed to be good. Wack sour taste plorp.","english"
"7967","Goose Island Bourbon County Barleywine  R","28-APR-2018, bottle @home, from Goose Island Taproom Chicago, shared with Morten.","english"
"7968","Goose Island Bourbon County Barleywine  R","Bottle at home. Aroma of roasted malt, caramel, chocolate, tobacco, charred, Vanilla, oak and bourbon. Heavy sweet with some alcoholic warmth and lingeting Bourbon notes. Medium and stucky. A good one.","english"
"7969","Goose Island Bourbon County Barleywine  R","Bottle. It pours dark brown with a creamy tan head. The aroma is sweet malty with bourbon, dried fruit, rye bread, vanilla and nuts. Highly complex flavor of dark malts, cocoa, dried fruit, dates, vanilla, oak, rye bread,","english"
"7974","Goose Island Bourbon County Barleywine  R","2016 bottle, 13.6%. Bottle. Deep dark brown color. Maltsugar, toffee, oak, soft herbal notes in the aroma. Full bodied, boozy. Candy sugar, malt, lots of bourbon. Toffee, oak and vanilla in the quite alcoholic, but also","english"
"7975","Goose Island Bourbon County Barleywine  R","2017 bottle from Winco. Poured into a snifter. I let this one rest a long time to warm up a bit. Murky dark ruby brown. Thin head fades to nothing at all. Aroma and taste are very sweet. Brown sugar with a hint of booze and","english"
"7976","Goose Island Bourbon County Barleywine  R","Good reddish Brown with sweeter floor. A great beer to enjoy after working outside all day in the cold.","english"
"7977","Goose Island Bourbon County Barleywine  R","It pours dark brown with a brown head that has low head retention. Strong malt and plum aroma. There are moderate amounts of wood, bourbon, and caramel. There is a hint of burnt as a small note. The plum aromas are","english"
"7980","Goose Island Bourbon County Barleywine  R","Poured into a sniffer glass with virtually no head. The color is a deep brown and the aroma is sweet and fruity, almost like a plum. Overall the initial taste is sweet with a hint of chocolate but is not overwhelming. The finish","english"
"7981","Goose Island Bourbon County Barleywine  R","not a big fan of barleywines but this is amazing 2017 didn't let it mature as my sons and I had to taste it","english"
"7982","Goose Island Bourbon County Barleywine  R","Great traditional English barely wine. Very sticky with toffee, butterscotch, and bourbon. It’s. Goose island bourbon barrel meet with a good complex barley wine. Quick rating, but it is superb.","english"
"7984","Goose Island Bourbon County Barleywine  R","I am surprised how hood it was (2016 ver). Barrel really nice and fits well. It is quite hoppy (which in my opinion makes in ABW rather than EBW). Bitter not sweet. It is a great beer to compare with Baladin Xyauyu Barrel.","english"
"7985","Goose Island Bourbon County Barleywine  R","A clear amber color with a small head. Aroma is caramel, vanilla, oak, toffee, wood. Full bodied, sticky, fairly one dimensional English style barley wine. As much as I wanted to love this, nope. This is an average at best","english"
"7986","Goose Island Bourbon County Barleywine  R","Wow. Aroma is toffee, vanilla. Taste is caramel, oak, dried fruit, a leathery, smoky, flavor, maybe a hint of coffee - something slightly bitter and roasty to balance out the sweetness. Outstanding.","english"
"7987","Goose Island Bourbon County Barleywine  R","Strong malty aroma with faint hints of bourbon. Dark red in color with huge long lasting head. Full body. Taste is richly malty with notes of raisin, plum, faint molasses, bourbon, and chocolate.","english"
"7989","Goose Island Bourbon County Barleywine  R","2017 vintage, tasted at Goose Island BCS media preview. This year's version is 14.4% abv. Previous vintages of the BCS Barleywine were aged in third-use barrels that had another BCS variant in them. This year's","english"
"7990","Goose Island Bourbon County Barleywine  R","Draught. 2014. Pours a dark, slightly reddish brown with a small tan head. Aroma is bourbon, caramel, toffee, molasses, roast, ash, oak, tobacco, and some cocoa. Taste is booze, bourbon, caramel, toffee, molasses, faint","english"
"7992","Goose Island Bourbon County Barleywine  R","2017 vintage. Really great notes of liquor soaked toffee. Brown sugar and a little bit of holiday spice. Aged hops give this a well rounded flavor. Great now or age.","english"
"7993","Goose Island Bourbon County Barleywine  R","This is the 2015 bottling and definitely not one of those that had the infection problem. Poured with a small short-lived tan head and a clear dark brown color with mahogany highlights. Aroma is Oak raisins","english"
"7994","Goose Island Bourbon County Barleywine  R","Vintage 2016: Vanilla, barrel, fruits, light alcohol, raisins, honey, oak, crust. Classy barley wine, definitely in top of the style. 4.4","english"
"7997","Goose Island Bourbon County Barleywine  R","This was easily one of the best barleywines I've had. Pours a dark amber/brown color with a fairly thin white head. Really rich aromas and flavors of vanilla, wood, smoke, cocoa and maybe some dark fruit.","english"
"7998","Goose Island Bourbon County Barleywine  R","2014 vintage, dark dark brown with a fine Crema, nose is baked chocolate pudding, liquorice and toffee. Rich and thick, sweet at first then instantly drying, more dark caramel, faint funky tartness. Excellent.","english"
"8000","Goose Island Bourbon County Barleywine  R","Aromas of toffee, oak, dark fruits, aged malts, nougat, chalky malts, sugared figs, plums, raisins, leather, bourbon, vanilla, chocolate, brown malts and maple. Pours a blackish brown with a very thin tan foam and","english"
"8001","Goose Island Bourbon County Barleywine  R","Kacper W. is drinking a Bourbon County Brand Barleywine (2016) by Goose Island Beer Co.","english"
"8002","Goose Island Bourbon County Barleywine  R","Rami Rami is drinking a Bourbon County Brand Barleywine (2016) by Goose Island Beer Co. at Saska Kępa","english"
"8003","Goose Island Bourbon County Barleywine  R","Bourbon County Brand Barleywine 2016","english"
"8004","Goose Island Bourbon County Barleywine  R","2013 12oz bottle, drunk October 2016.
Caramel-chocolate with darker mahoganies and light clarity on the edges. Dark beige head atop shows moderate to low retention.","english"
"8005","Goose Island Bourbon County Barleywine  R","Aromas of raisin, tawny port, toffee, caramel. Clear bronze with a fully fading head. Boozy, somewhat sweet. Full bodied.","english"
"8006","Goose Island Bourbon County Barleywine  R","2013 bottle. Godamn this is great. I thought it was a hint over oxidized, but after 5 minutes this came in to its own. Low carbonation. Rich as all get out. Big raisin, cherry, ash, bourbon, vanilla, must and faint cocoa nibs, all","english"
"8008","Goose Island Bourbon County Barleywine  R","Draft @ The Crafty Fox Alehouse, San Francisco, CA. Pours a dark amber brown color with a small off-white head. Has a fruity malty woody bourbon caramel dark fruit and weak chocolate aroma. Sweetish malty woody","english"
"8009","Goose Island Bourbon County Barleywine  R","The aroma is sweet and fruity with the booze coming through. The appearance is red brown. The taste is like the aroma with toffee and butterscotch. The palate is thick. Overall a great beer.","english"
"8010","Goose Island Bourbon County Barleywine  R","Another great and boozy goose island beer. Pours a beautiful deep red, almost like a wine or a brandy, but no head. Smells of bourbon, cherries, vanilla and salt water taffy. Taste is sharp, with dark fruit upfront ,","english"
"8013","Goose Island Bourbon County Barleywine  R","2013 bottle, pours an orange brown with a minimal tan head. The smell is prunes, bourbon, vanilla, caramel. The taste is huge prunes, raisins, bourbon, vanilla ending with rich fruit and dry at the same time. Full in","english"
"8014","Goose Island Bourbon County Barleywine  R","Bottle thanks to klimaet. 2016 Edition. Aroma of bourbon, coconut, deep caramel, toffee, vanilla, oak. Dark brown with no head. Taste is moderate sweet and light bitter, vanilla, bourbon oak. Full body, oily feel and malty","english"
"8017","Goose Island Bourbon County Barleywine  R","Bottles. Amber color. I like this more than boirbon county. Still bourbon in the aroma, medium sweet, and low carbonation. Pretty good budweiser.","english"
"8020","Goose Island Bourbon County Barleywine  R","Delicious beer with some high alcohol content with strong malts, fruit, nuts and strong but secondary bitter. Perfect for dessert","english"
"8021","Goose Island Bourbon County Barleywine  R","Poured from bottle 2014 murky dark brown with a thin tan head. Aromas of dark fruit toffee caramel brown sugar and oak. Taste is sweet sticky caramel dark fruit rich and creamy with a nice alcohol notes. Wow.","english"
"8022","Goose Island Bourbon County Barleywine  R","Pours a very dark brown with a low tan head. Aromas of caramel, toffee, roasted nuts, oak, muscovado sugar, overripe tropical fruit. Taste is very sweet bucket loads of caramel and csndied fruit. Mouthfeel is sticky and","english"
"8024","Goose Island Bourbon County Barleywine  R","This was the 2014 edition. Subtle aromas and flavors of caramel, whiskey, oak and malt. Complex beer. Nice caramel color with a very thin head and a smooth oily texture.","english"
"8025","Goose Island Bourbon County Barleywine  R","Aromas of toasted coconut, toffee, dates, bourbon. Taste is caramel, toffee, chocolate, dates, raisin bread, and a bourbon finish.","english"
"8026","Goose Island Bourbon County Barleywine  R","I definitely enjoy this beer and understand the hype behind it. I have a bottle to age longer that will hopefully mellow out some of the bourbon flavor. The smell is all bourbon as well but in both the taste and nose you","english"
"8027","Goose Island Bourbon County Barleywine  R","Pours black withn no head Aroma; Rasins, plums, bourbon cherries and cverriesu. taste; Raisins, plums, cherries and bourbon.","english"
"8028","Goose Island Bourbon County Barleywine  R","A: Deep brown/red/purple coloured with a offwhite head that dissapates fast N: Dried dark berries (apricot?), liqourice, cherries T: Cherry, vanilla, oak, hint of liqourice root O: Deep complex flavours! Heavy malt base and","english"
"8029","Goose Island Bourbon County Barleywine  R","On tap@CraftyFox Sf; RELEASE 2015 (12,9%abv.) and RELEASE 2016 (13,6%abv.), RELEASE 2014 (12.3%abv) from City beer store Sf@: pours dark brown color with foamy light brown head. Aroma-flavors: intense","english"
"8031","Goose Island Bourbon County Barleywine  R","2013 edition. Whale week. 1/10 You only turn 40 once. Pours silky, oily low carbonation dark brown cola. Aroma is sweet malt, plums and raisins. Accents of sweet bourbon and vanilla. Taste starts with a slightly sharp","english"
"8032","Goose Island Bourbon County Barleywine  R","Bottle, 1 pint. 2016 edition. Opaque dark brown, frothy to minimal tan head. Strong aromas of roasted malts, dark fruits, bourbon. Full bodied, soft fizzy carbonation. Thick and oily. Medium to heavy sweet, medium bitter. Rich","english"
"8033","Goose Island Bourbon County Barleywine  R","Bottle, 500ml. 2015 edition. A darl reddish beer with no head. Aroma is of bourbon and dried fruits. Taste is bitter with a strong dried fruit character. Roboust bodied, dense and oily. Feels like an Imperial Stout, but sweeter.","english"
"8034","Goose Island Bourbon County Barleywine  R","Bottle share. Pretty smooth. Mildly sweet and nutty aroma. Feels kind of syrupy, Slick. Taste is mellow, lots of Rich flavors, sweet, gentle warmth. Really nice.","english"
"8035","Goose Island Bourbon County Barleywine  R","Draft. Pours black. The palate is sticky and full psy. The taste is sweet. Oaky bourbon after taste. Awesome barleywine.","english"
"8037","Goose Island Bourbon County Barleywine  R","Blown away with this one. My first time drinking Bourbon County Barleywine and I sure hope to have it again next year. I never dreamed I would prefer a barleywine over a stout but this one really grabbed me.","english"
"8038","Goose Island Bourbon County Barleywine  R","2013 btl pours a cloudy dark brown with ruby highlights, tan head fades fast leaving no lace. Aromas of burnt brown sugar,molasses,whiskey,leather and licorice. Tastes of sweet toffee, malt","english"
"8039","Goose Island Bourbon County Barleywine  R","Delicious. A nice strong molasses aroma, good color. The flavor isn’t too sweet and has a nice strong molasses and liquor flavor. Good stuff even with the high price.","english"
"8040","Goose Island Bourbon County Barleywine  R","2015 Vintage. Tap. Dark brown color with a whisp of a head. Aroma of vanilla, oak, caramel. Massive flavor of graham cracker. Dark caramel, vanilla, booze. Full body. Sweet, but not cloying.","english"
"8041","Goose Island Bourbon County Barleywine  R","1 pint 0.9 ounce bottle. Poured an opaque maroon brown with a thin beige head. Taste of bourbon, oak, vanilla esters, smooth boozy burn on the finish. Average carbonation, full body. Wow, super complex and fantastic","english"
"8042","Goose Island Bourbon County Barleywine  R","Bottle. Pours a hazy dark brown color with minimal tan head. Aroma of plum and dark fruits. Somewhat hoppy with some smokiness. Full bodied with lingering caramel and toffee notes. Quite good.","english"
"8043","Goose Island Bourbon County Barleywine  R","Bottled on: 24SEP13 0909; Sampled November 2016","english"
"8045","Goose Island Bourbon County Barleywine  R","Clear brown, beige head, aroma of toffee, caramel, speculoos cookies, waffle syrup, flavor of toffee, caramel, waffle syrup, medium+ bodied.","english"
"8046","Goose Island Bourbon County Barleywine  R","12 oz, 17 Sept. 2013 bottle consumed in October 2016 from a Belgian snifter.","english"
"8047","Goose Island Bourbon County Barleywine  R","Bought a bottle of 2015 just over a month ago. INFECTED AND UNDRINKABLE! Found out it had been recalled and contacted Goose Island only to find out the recall was only for 1 month and ended in January (7","english"
